delta_c1,delta_c2,delta_c3,delta_c4,delta_c5,delta_c6,delta_c7,delta_c8,theta_c1,theta_c2,theta_c3,theta_c4,theta_c5,theta_c6,theta_c7,theta_c8,lowalpha_c1,lowalpha_c2,lowalpha_c3,lowalpha_c4,lowalpha_c5,lowalpha_c6,lowalpha_c7,lowalpha_c8,highalpha_c1,highalpha_c2,highalpha_c3,highalpha_c4,highalpha_c5,highalpha_c6,highalpha_c7,highalpha_c8,lowbeta_c1,lowbeta_c2,lowbeta_c3,lowbeta_c4,lowbeta_c5,lowbeta_c6,lowbeta_c7,lowbeta_c8,highbeta_c1,highbeta_c2,highbeta_c3,highbeta_c4,highbeta_c5,highbeta_c6,highbeta_c7,highbeta_c8,lowgamma_c1,lowgamma_c2,lowgamma_c3,lowgamma_c4,lowgamma_c5,lowgamma_c6,lowgamma_c7,lowgamma_c8,midgamma_c1,midgamma_c2,midgamma_c3,midgamma_c4,midgamma_c5,midgamma_c6,midgamma_c7,midgamma_c8,state,answer
-401728.4418,-485643.4418,-432860.4418,-447388.4418,-455745.4418,-432043.4418,-435347.4418,-423310.4418,-96920.088,-100495.088,-96162.088,-95842.088,-84206.088,-91539.088,-100833.088,-104908.088,-21577.15777,-14419.15777,-22584.15777,-16173.15777,-23214.15777,-25602.15777,-7436.15777,-23047.15777,-17924.03201,-504.03201,-18401.03201,-20144.03201,-18259.03201,-18627.03201,-16000.03201,-16063.03201,-11954.60134,-8821.60134,-13005.60134,-14352.60134,-13399.60134,-14903.60134,-8957.60134,-11428.60134,-14487.72334,-8563.72334,-15471.72334,-16074.72334,-15250.72334,-15266.72334,-9229.72334,-15807.72334,-10328.10835,-10058.10835,-10576.10835,-10743.10835,-10665.10835,-11249.10835,-9209.10835,-12061.10835,-7071.126424,-1802.126424,-6849.126424,-7363.126424,-7408.126424,-6948.126424,-5936.126424,-6553.126424,easy,yes
-435300.4418,-484205.4418,-393886.4418,-475274.4418,-444116.4418,-485391.4418,-485485.4418,-320785.4418,-98224.088,-102312.088,-54597.088,-106479.088,-82244.088,-106369.088,-110063.088,-50823.088,-22387.15777,-16473.15777,-23577.15777,-25821.15777,-18414.15777,-20336.15777,-23281.15777,-2938.15777,-10442.03201,-14941.03201,214.96799,-13875.03201,-14346.03201,-12085.03201,-18667.03201,-16425.03201,-12013.60134,-9765.60134,-8453.60134,-8901.60134,-8240.60134,-9439.60134,-14339.60134,-9706.60134,-15508.72334,-4725.72334,-9745.72334,-11883.72334,-9920.72334,-12923.72334,-16547.72334,-13068.72334,-11498.10835,3315.89165,-4120.10835,-5497.10835,-6674.10835,-5909.10835,-11526.10835,-8778.10835,-6153.126424,-4006.126424,-2931.126424,-3041.126424,-3640.126424,-4036.126424,-7121.126424,-5086.126424,difficult,yes
-222475.4418,-363375.4418,-482359.4418,-446111.4418,-455465.4418,-485625.4418,-460688.4418,-454649.4418,-89744.088,-89284.088,-104899.088,-97606.088,-93929.088,-109809.088,-91738.088,-102891.088,-24316.15777,-13187.15777,-18021.15777,-15130.15777,-25538.15777,-18973.15777,-22592.15777,-17677.15777,-18834.03201,-12723.03201,-17905.03201,-17157.03201,-18035.03201,-16362.03201,-19797.03201,-19321.03201,-13795.60134,-12332.60134,-7418.60134,-12708.60134,-14423.60134,-11062.60134,-14406.60134,-13312.60134,-14959.72334,-15268.72334,-11112.72334,-16373.72334,-14368.72334,-7878.72334,-15416.72334,-15743.72334,-11258.10835,-11645.10835,-8641.10835,-11884.10835,-11970.10835,-7101.10835,-12138.10835,-11428.10835,-7534.126424,-6603.126424,-4983.126424,-7026.126424,-7436.126424,-5457.126424,-7053.126424,-6948.126424,easy,yes
-395698.4418,-484752.4418,-437856.4418,-364661.4418,-434258.4418,-412952.4418,1608663.558,-324085.4418,-103253.088,-105313.088,-90922.088,-94924.088,-101088.088,-73847.088,296239.912,-60407.088,-21562.15777,-16322.15777,-18635.15777,-21361.15777,-15078.15777,-23430.15777,5439.84223,-8101.15777,-16714.03201,-9766.03201,-16358.03201,-19895.03201,-18719.03201,-17810.03201,-12303.03201,-10333.03201,1245.39866,-11022.60134,-13393.60134,-14209.60134,-13257.60134,-13698.60134,8251.39866,-9133.60134,-9820.72334,-2170.72334,-14189.72334,-15677.72334,-15786.72334,-14715.72334,-11045.72334,-4710.72334,-10722.10835,-6802.10835,-10019.10835,-11938.10835,-11532.10835,-11487.10835,-8792.10835,-8788.10835,-5706.126424,6798.873576,-6142.126424,-6271.126424,-7164.126424,-7324.126424,-3783.126424,-6017.126424,easy,yes
-454294.4418,-435421.4418,55959.5582,55959.5582,-461292.4418,-388475.4418,-429633.4418,-401845.4418,-70137.088,-86937.088,-49989.088,-49989.088,-103382.088,-94361.088,-92814.088,-33545.088,-10660.15777,-16738.15777,-11825.15777,-11825.15777,-16067.15777,-23800.15777,-18461.15777,-7790.15777,-10451.03201,-19188.03201,2141.96799,2141.96799,-5658.03201,-19058.03201,-16092.03201,-12483.03201,-14057.60134,-14143.60134,-2843.60134,-2843.60134,469.39866,-10740.60134,-13575.60134,980.39866,-16094.72334,-16204.72334,-6036.72334,-6036.72334,-12306.72334,-13931.72334,-14624.72334,-11129.72334,-11971.10835,-10967.10835,-6715.10835,-6715.10835,-3869.10835,-10952.10835,-10223.10835,-1395.10835,-7130.126424,-6891.126424,-1843.126424,-1843.126424,-1252.126424,-7157.126424,-7464.126424,-2224.126424,difficult,yes
-389542.4418,-436371.4418,-484891.4418,-450211.4418,-399194.4418,-360884.4418,-430101.4418,-350809.4418,-95206.088,-85921.088,-106749.088,-87538.088,-102205.088,-53851.088,-65618.088,-98897.088,-24706.15777,-16283.15777,-23291.15777,-9047.15777,-25784.15777,-20221.15777,-11406.15777,-23646.15777,-19557.03201,-14229.03201,-19520.03201,-17571.03201,-19594.03201,-13199.03201,-15974.03201,-17665.03201,-13502.60134,-11436.60134,-14706.60134,-12905.60134,-13684.60134,-12032.60134,-11631.60134,-11765.60134,-15669.72334,-12564.72334,-16091.72334,-15270.72334,-15816.72334,-16007.72334,-15807.72334,-14880.72334,-11892.10835,-11385.10835,-12006.10835,-11912.10835,-12142.10835,-11001.10835,-11862.10835,-11620.10835,-7131.126424,-7003.126424,-7109.126424,-7511.126424,-7344.126424,-6333.126424,-6941.126424,-6949.126424,easy,yes
-62929.4418,-447693.4418,-363613.4418,-446526.4418,63720.5582,-450287.4418,-481081.4418,-278485.4418,-50868.088,-104896.088,-103653.088,-90347.088,22981.912,-103901.088,-58466.088,-74211.088,-1634.15777,-24999.15777,-25931.15777,-24525.15777,49384.84223,-22634.15777,-22782.15777,-24177.15777,-10641.03201,-3634.03201,-18033.03201,-15984.03201,-16642.03201,-17260.03201,-19309.03201,-17032.03201,3949.39866,-11951.60134,-14060.60134,-13518.60134,-4593.60134,-13161.60134,3945.39866,-8721.60134,-2682.72334,-13609.72334,-12519.72334,-11956.72334,-796.72334,-14919.72334,-4505.72334,-14053.72334,-5161.10835,-10620.10835,-10317.10835,-6875.10835,1584.89165,-10138.10835,-1803.10835,-10247.10835,-3258.126424,-6300.126424,-5100.126424,-5551.126424,-110.126424,-5939.126424,3190.873576,-6294.126424,easy,yes
-281176.4418,-229709.4418,-438919.4418,-485736.4418,-427522.4418,-441074.4418,-453563.4418,-394324.4418,-40332.088,-104200.088,-59330.088,-93996.088,-89886.088,-101046.088,-95833.088,-103931.088,-22420.15777,-25792.15777,-10561.15777,-22471.15777,-18018.15777,-24510.15777,-21243.15777,-25889.15777,-15851.03201,-18797.03201,-18766.03201,-12435.03201,-8297.03201,-18240.03201,-19239.03201,-18038.03201,4254.39866,-8361.60134,-12239.60134,-7656.60134,-14019.60134,-13316.60134,-14843.60134,-13741.60134,3040.27666,-12835.72334,-13374.72334,-3216.72334,-14126.72334,-14407.72334,-14644.72334,-13698.72334,5817.89165,-10588.10835,-9823.10835,-481.10835,-10433.10835,-10488.10835,-11450.10835,-11778.10835,244.873576,-5405.126424,-6094.126424,545.873576,-6329.126424,-6648.126424,-5762.126424,-6482.126424,difficult,yes
-195472.4418,-319358.4418,-396765.4418,-360699.4418,-475305.4418,-486089.4418,-433749.4418,-239000.4418,-107647.088,-103292.088,-94898.088,-87147.088,-100621.088,-107468.088,-90857.088,-58070.088,-8041.15777,-25413.15777,-20056.15777,-16870.15777,-24836.15777,-23364.15777,-20275.15777,-13676.15777,-14096.03201,-19453.03201,-16604.03201,-9614.03201,-14830.03201,-18692.03201,-16118.03201,-9777.03201,5778.39866,-13833.60134,-11482.60134,18584.39866,-12986.60134,-7222.60134,-12726.60134,-11423.60134,-10593.72334,-16003.72334,-12668.72334,2309.27666,-14400.72334,-12461.72334,-14485.72334,-14160.72334,-4295.10835,-12129.10835,-9021.10835,-1104.10835,-10741.10835,-5785.10835,-10941.10835,-8748.10835,-687.126424,-7256.126424,-6065.126424,-4414.126424,-7316.126424,-2159.126424,-5689.126424,-6139.126424,easy,yes
-473269.4418,-486297.4418,-468902.4418,-445833.4418,-361501.4418,-481680.4418,-335507.4418,-447252.4418,-103338.088,-109815.088,-102756.088,-97503.088,-30849.088,-108680.088,11333.912,-99613.088,-23808.15777,-24483.15777,-23528.15777,-25930.15777,-20668.15777,-25629.15777,-5932.15777,-23006.15777,-18977.03201,-10266.03201,-18203.03201,-19911.03201,-15634.03201,-18506.03201,18544.96799,-18565.03201,-12684.60134,-12643.60134,-1923.60134,-10937.60134,-9109.60134,-7691.60134,10741.39866,-13239.60134,-14699.72334,-5414.72334,-7514.72334,-14433.72334,-13211.72334,378.27666,-1777.72334,-15782.72334,-11521.10835,-6048.10835,-5800.10835,-11347.10835,-10771.10835,-3857.10835,-5728.10835,-10319.10835,-7493.126424,-1542.126424,-1909.126424,-5608.126424,-4966.126424,-3452.126424,-3668.126424,-6890.126424,difficult,yes
-485397.4418,-389860.4418,-478792.4418,-364026.4418,-417712.4418,-476740.4418,-464084.4418,-397940.4418,-98695.088,-108019.088,-76229.088,-85204.088,-81903.088,-104517.088,-100195.088,-95955.088,-23382.15777,-25839.15777,-18903.15777,-24196.15777,-22209.15777,-21615.15777,-21471.15777,-22489.15777,-1541.03201,-19435.03201,-18452.03201,-17161.03201,-19321.03201,-18802.03201,-17365.03201,-19971.03201,-4415.60134,-14457.60134,-3507.60134,-12272.60134,-13324.60134,-8855.60134,-14236.60134,-14354.60134,-9913.72334,-16628.72334,-8502.72334,-15059.72334,-16644.72334,-14117.72334,-14459.72334,-16433.72334,-5796.10835,-12372.10835,-6463.10835,-11024.10835,-12153.10835,-9497.10835,-11433.10835,-12259.10835,-791.126424,-7571.126424,-1771.126424,-6925.126424,-7745.126424,-3726.126424,-7033.126424,-7817.126424,difficult,yes
-408797.4418,-482700.4418,-254546.4418,-463475.4418,-379548.4418,-341678.4418,-434204.4418,-484703.4418,-42368.088,-99689.088,-84524.088,-102475.088,-90699.088,-88892.088,-105011.088,-110424.088,-19948.15777,-22217.15777,-25356.15777,-25691.15777,-20335.15777,-24614.15777,-25742.15777,-25548.15777,-5910.03201,-14485.03201,-19498.03201,-20235.03201,-20066.03201,-20022.03201,-20127.03201,-17456.03201,-4426.60134,-12832.60134,-13087.60134,-14728.60134,-13961.60134,-14301.60134,-14688.60134,-13628.60134,-8275.72334,-8009.72334,-13901.72334,-16667.72334,-14244.72334,-16311.72334,-16086.72334,-13801.72334,1090.89165,-2634.10835,-11520.10835,-12361.10835,-11822.10835,-12318.10835,-12383.10835,-11097.10835,-761.126424,-4670.126424,-7021.126424,-7612.126424,-6644.126424,-7580.126424,-7750.126424,-7321.126424,difficult,yes
-382780.4418,-482302.4418,-466612.4418,-419138.4418,-387740.4418,-428393.4418,-429514.4418,-446481.4418,-89721.088,-109941.088,-86629.088,-70906.088,-93729.088,-91942.088,-60593.088,-76487.088,-21191.15777,-22323.15777,-21686.15777,-21753.15777,-4487.15777,-25645.15777,-13122.15777,-21378.15777,-12053.03201,-12664.03201,-8237.03201,-18651.03201,-5194.03201,-18477.03201,-13849.03201,-17957.03201,-779.60134,-8235.60134,-11520.60134,-12041.60134,-3025.60134,-14718.60134,-12122.60134,-12213.60134,17182.27666,-7710.72334,-7208.72334,-14633.72334,-12134.72334,-16935.72334,-14710.72334,-15010.72334,-2442.10835,-2330.10835,-5080.10835,-10357.10835,-9450.10835,-12103.10835,-10717.10835,-10704.10835,2823.873576,-6190.126424,787.873576,-6095.126424,62.873576,-7437.126424,-5091.126424,-6617.126424,difficult,yes
-58489.4418,-452780.4418,-454896.4418,-437304.4418,-397110.4418,-469975.4418,-195595.4418,-436648.4418,-80386.088,-110015.088,-94597.088,-71256.088,-48121.088,-93992.088,-58014.088,-79888.088,-22474.15777,-25934.15777,-18011.15777,-17496.15777,-9538.15777,-17484.15777,-16032.15777,-10905.15777,-16394.03201,3590.96799,-17869.03201,-18935.03201,-17875.03201,-16214.03201,-8439.03201,-17087.03201,-3827.60134,-9506.60134,-11452.60134,-13530.60134,-6203.60134,-10554.60134,-9377.60134,-12904.60134,-13155.72334,-365.72334,-12802.72334,-14377.72334,-9124.72334,-13736.72334,2412.27666,-14466.72334,-6876.10835,-5596.10835,-10951.10835,-11304.10835,-10553.10835,-11629.10835,-2715.10835,-11487.10835,-1143.126424,-4238.126424,-5119.126424,-6316.126424,-5701.126424,-6607.126424,-1254.126424,-6825.126424,difficult,no
-478613.4418,-477653.4418,-399602.4418,-405700.4418,-453266.4418,-262529.4418,-347239.4418,-445605.4418,-105208.088,-102753.088,-106405.088,-28455.088,-77910.088,-85459.088,-80989.088,-38341.088,-25281.15777,-22857.15777,-23307.15777,-760.15777,-1958.15777,38808.84223,-23202.15777,8464.84223,-11387.03201,-3178.03201,-20548.03201,14413.96799,-17167.03201,12966.96799,-18188.03201,-12300.03201,-5246.60134,-9611.60134,-13306.60134,1444.39866,-11305.60134,9713.39866,-13203.60134,-6227.60134,-6659.72334,-6399.72334,-16712.72334,-4456.72334,-15518.72334,-2639.72334,-15058.72334,-3606.72334,-8127.10835,-4858.10835,-12322.10835,-9894.10835,-11425.10835,-8715.10835,-10421.10835,-7982.10835,1652.873576,3691.873576,-7544.126424,-3283.126424,-6859.126424,-1749.126424,-7002.126424,-2800.126424,easy,yes
-478751.4418,-42022.4418,-378530.4418,-298183.4418,-281924.4418,-301813.4418,-436247.4418,-439887.4418,-97849.088,25143.912,-48765.088,-100230.088,-88728.088,-100928.088,-106429.088,-93296.088,-19051.15777,-8596.15777,-18523.15777,-25171.15777,-21831.15777,-25219.15777,-19401.15777,-13896.15777,-12959.03201,2835.96799,-14397.03201,-19945.03201,-16475.03201,-18530.03201,-17620.03201,-14857.03201,-11441.60134,8006.39866,13111.39866,-12974.60134,-10903.60134,-12007.60134,-13302.60134,-12693.60134,-12997.72334,-2474.72334,4778.27666,-16110.72334,-13918.72334,-16216.72334,-15226.72334,-14130.72334,-11074.10835,-8269.10835,-7391.10835,-10695.10835,-10849.10835,-11928.10835,-11656.10835,-11295.10835,-6638.126424,-189.126424,-721.126424,-7235.126424,-6546.126424,-7656.126424,-6637.126424,-4983.126424,difficult,no
304522.5582,-430105.4418,-447953.4418,-287541.4418,142925.5582,-432549.4418,-451770.4418,-418923.4418,-105449.088,-45145.088,-92321.088,-85742.088,-55304.088,-60442.088,-87968.088,-77508.088,-26163.15777,-4394.15777,-3063.15777,-13971.15777,-5706.15777,-1048.15777,-23760.15777,-22935.15777,-11706.03201,34948.96799,-14806.03201,-13620.03201,-7018.03201,-15811.03201,-7474.03201,-20689.03201,-3916.60134,-8070.60134,-2169.60134,-10796.60134,2333.39866,-10836.60134,-10035.60134,-14003.60134,-9921.72334,35331.27666,4802.27666,-1796.72334,4007.27666,-6318.72334,-8737.72334,-15526.72334,-7920.10835,25758.89165,11664.89165,-6238.10835,-8877.10835,-9834.10835,-5576.10835,-8907.10835,-3201.126424,11905.87358,5943.873576,-4939.126424,-769.126424,-6251.126424,-5268.126424,-7110.126424,difficult,no
-328225.4418,-483439.4418,-256577.4418,-212771.4418,-453525.4418,-315008.4418,-449274.4418,-484377.4418,-107600.088,-93071.088,-60008.088,-82996.088,-78213.088,-67544.088,-105163.088,-110912.088,-24473.15777,-25235.15777,-18506.15777,-21926.15777,-21800.15777,-12114.15777,-24525.15777,-25620.15777,-17455.03201,-3394.03201,-17959.03201,11086.96799,-673.03201,-15680.03201,-17202.03201,-19679.03201,-11586.60134,-3401.60134,-10687.60134,6823.39866,18834.39866,-12039.60134,-13286.60134,-13871.60134,-14469.72334,-5267.72334,-14846.72334,-1663.72334,1872.27666,-13072.72334,-14520.72334,-11730.72334,-7330.10835,-4205.10835,-9819.10835,8746.89165,-3688.10835,-9779.10835,-7963.10835,-11017.10835,-5171.126424,8611.873576,-5823.126424,7956.873576,-3536.126424,-5764.126424,-7001.126424,-3818.126424,difficult,yes
-373756.4418,-460095.4418,-416507.4418,-384497.4418,-481262.4418,-402873.4418,-475096.4418,-458185.4418,-90786.088,-88739.088,-55983.088,-100919.088,-101358.088,-107769.088,-106284.088,-88710.088,-21680.15777,-24857.15777,-22379.15777,-24793.15777,-22556.15777,-25491.15777,-24820.15777,-25316.15777,-8445.03201,-18228.03201,-16771.03201,-18299.03201,-15106.03201,-17415.03201,-19039.03201,-17557.03201,-13802.60134,-14042.60134,-11806.60134,-11145.60134,-6273.60134,-12571.60134,-11127.60134,-13963.60134,-11116.72334,-14313.72334,-13338.72334,-14624.72334,-10799.72334,-15239.72334,-11347.72334,-15272.72334,-11280.10835,-10469.10835,-11012.10835,-10273.10835,-4960.10835,-10770.10835,-5960.10835,-10739.10835,-5333.126424,-5628.126424,-7029.126424,-6843.126424,-5350.126424,-6063.126424,-3262.126424,-7255.126424,difficult,no
-364167.4418,-424369.4418,-447654.4418,-211002.4418,-479720.4418,-484243.4418,-211079.4418,-427050.4418,-71332.088,-106185.088,-67490.088,-66881.088,-93312.088,-95695.088,-106045.088,-98558.088,-2140.15777,-23994.15777,-3660.15777,-23981.15777,-26500.15777,-20458.15777,-25546.15777,-20783.15777,-19935.03201,-19959.03201,-7512.03201,-18951.03201,-16392.03201,-18029.03201,-15682.03201,-16467.03201,-12571.60134,-13957.60134,12644.39866,-9620.60134,-10878.60134,-11379.60134,-13531.60134,-14830.60134,-13838.72334,-16448.72334,-1969.72334,-12649.72334,-12732.72334,-10853.72334,-15446.72334,-12049.72334,-10325.10835,-12237.10835,5787.89165,-9879.10835,-5392.10835,-6111.10835,-11344.10835,-10140.10835,-6425.126424,-7731.126424,1121.873576,-6362.126424,-2003.126424,-5226.126424,-6920.126424,-6616.126424,easy,yes
-17337.4418,-379703.4418,254752.5582,33654.5582,-274802.4418,-476595.4418,-467483.4418,-290868.4418,35708.912,-98625.088,-84065.088,-99035.088,-93101.088,-107090.088,-92524.088,-91514.088,13552.84223,-22739.15777,-19203.15777,-12969.15777,-6700.15777,-25894.15777,-17028.15777,-18822.15777,9774.96799,-18721.03201,-18041.03201,-5863.03201,-869.03201,-17403.03201,-19194.03201,-19024.03201,-5262.60134,-12135.60134,-14035.60134,-7793.60134,-12870.60134,-6085.60134,-12996.60134,-13472.60134,-10481.72334,-13721.72334,-15892.72334,-12608.72334,-9272.72334,-9109.72334,-15221.72334,-13751.72334,2694.89165,-9849.10835,-11490.10835,-9263.10835,-9242.10835,-7304.10835,-11713.10835,-11578.10835,-2328.126424,-4646.126424,-6560.126424,-5581.126424,-4867.126424,-4864.126424,-6507.126424,-7040.126424,difficult,yes
-465386.4418,-408335.4418,-448145.4418,325364.5582,40745.5582,715025.5582,-269771.4418,-453125.4418,-108472.088,-101388.088,-29426.088,30908.912,-12704.088,-33586.088,-38263.088,-91624.088,-23854.15777,-22834.15777,31209.84223,-8198.15777,-15228.15777,-16444.15777,-8662.15777,14597.84223,-19678.03201,-20151.03201,-11966.03201,-5003.03201,9524.96799,-14717.03201,-15230.03201,-13005.03201,-13563.60134,-6217.60134,-8707.60134,-8484.60134,-9744.60134,-7671.60134,-12308.60134,-10184.60134,-16554.72334,-14098.72334,-244.72334,-11477.72334,-5237.72334,-4211.72334,-6107.72334,-13807.72334,-11723.10835,-10565.10835,2035.89165,-8903.10835,-5533.10835,-231.10835,-3777.10835,-8435.10835,-7373.126424,-6363.126424,2340.873576,-4276.126424,-5126.126424,2390.873576,-1752.126424,-3790.126424,easy,yes
-413038.4418,-399163.4418,-278274.4418,-398788.4418,-447051.4418,-170633.4418,-436721.4418,-446293.4418,-89841.088,-100170.088,4298.912,-95912.088,-82463.088,-106934.088,-104122.088,-100619.088,-20989.15777,-25850.15777,-8731.15777,-25958.15777,-19030.15777,-15537.15777,-25770.15777,-26393.15777,-14784.03201,-19670.03201,-7595.03201,-19017.03201,-17454.03201,-11874.03201,-20503.03201,-18718.03201,-12393.60134,-12164.60134,-4576.60134,-12114.60134,-14168.60134,-8387.60134,-14671.60134,-13779.60134,-14664.72334,-14676.72334,-5991.72334,-11423.72334,-14240.72334,-11553.72334,-16213.72334,-15590.72334,-11380.10835,-10697.10835,-7290.10835,-11016.10835,-9059.10835,-5704.10835,-12244.10835,-11329.10835,-5785.126424,-6267.126424,-2294.126424,-6980.126424,-7083.126424,-4978.126424,-7348.126424,-5888.126424,easy,yes
-420326.4418,-332302.4418,-391459.4418,-450411.4418,556451.5582,-384648.4418,-433595.4418,-442053.4418,-33800.088,-56433.088,21218.912,-91846.088,32153.912,-96288.088,-97526.088,-95850.088,-12190.15777,-23956.15777,1039.84223,-21789.15777,3612.84223,-21813.15777,-18578.15777,-19832.15777,-18562.03201,-17436.03201,-19358.03201,-18564.03201,-13501.03201,-16277.03201,-19501.03201,-18941.03201,-12504.60134,-11976.60134,-3939.60134,-10340.60134,-5510.60134,-11932.60134,-14350.60134,-13465.60134,-15570.72334,-14712.72334,-12176.72334,-15164.72334,-5641.72334,-8699.72334,-14193.72334,-15424.72334,-11542.10835,-11675.10835,-10301.10835,-10559.10835,-2610.10835,-6552.10835,-11459.10835,-9952.10835,-6304.126424,-6892.126424,-6334.126424,-5267.126424,1020.873576,-3621.126424,-7236.126424,-6426.126424,easy,yes
-195762.4418,-126189.4418,-148492.4418,-414272.4418,-406400.4418,-357982.4418,-444815.4418,-444815.4418,104947.912,-79780.088,-63534.088,-19462.088,-82605.088,-28621.088,-88529.088,-88529.088,295.84223,-9880.15777,-17376.15777,-25428.15777,-21515.15777,-17660.15777,-23518.15777,-23518.15777,33988.96799,-16685.03201,-12411.03201,-11153.03201,-15966.03201,-17512.03201,-17585.03201,-17585.03201,1690.39866,-7243.60134,-12771.60134,12289.39866,-13136.60134,-12001.60134,-13062.60134,-13062.60134,20917.27666,-1856.72334,-2359.72334,-4962.72334,-13642.72334,-15187.72334,-13893.72334,-13893.72334,11061.89165,-4457.10835,-3283.10835,18347.89165,-11356.10835,-9773.10835,-10306.10835,-10306.10835,-2518.126424,-2429.126424,11236.87358,3972.873576,-6727.126424,-7154.126424,-6805.126424,-6805.126424,difficult,yes
